Customer ID,Name,Email,Phone Number,Address,City,State,Zip Code,Country,Date of Birth,Account Created,Last Login,Total Purchases,Total Spend,Customer Satisfaction,Preferred Contact Method,Subscription Status,Loyalty Program Member,Loyalty Points
6e4d8dd7-d485-4137-9f01-73f97cf45ddf,Kelly Grant,chambersallison@yahoo.com,814-582-3715x72755,"6251 Edward Trafficway
Johnsonmouth, MS 12097",Glendafort,Rhode Island,57175,Vanuatu,1967-05-03,2020-04-18,2023-11-17,70,4915,Very Dissatisfied,Text,Cancelled,Yes,1782
039209b5-b86f-4a69-a4de-eff8d5432327,Vanessa Todd,michele23@yahoo.com,+1-327-225-6206x9662,"0068 Caroline Falls Apt. 807
Courtneyside, ND 20016",Goodshire,South Carolina,80457,British Indian Ocean Territory (Chagos Archipelago),1994-05-05,2018-06-20,2023-08-16,46,2380,Satisfied,Text,Active,Yes,1798
3e880c8e-79d2-4dcf-8512-576e70bba8d7,Nicole Young,zdougherty@hotmail.com,(419)222-0271x656,"66575 John Viaduct
Comptonstad, PA 66605",Timothystad,Delaware,40729,Myanmar,1993-01-18,2018-12-08,2024-03-24,40,3865,Dissatisfied,Text,Inactive,Yes,4809
33f9ddf0-da5e-45ff-85f1-6b52e50e5256,Amanda Delgado,gabrielrhodes@bailey-simpson.biz,483-818-2696x934,"283 Erin Tunnel
East Elizabethtown, LA 71183",Hunterland,North Dakota,57545,Albania,1996-08-06,2016-09-09,2024-05-30,41,1879,Very Dissatisfied,Text,Inactive,Yes,917
0edea873-8b6f-4c07-94c9-ec4e21e351e0,Wendy Price,sheilajackson@hotmail.com,080-825-2399,"3449 Hernandez Forges Apt. 928
New Williamchester, WA 72975",Oliviafort,Louisiana,08544,Cuba,1958-07-21,2020-10-22,2023-11-27,57,5554,Satisfied,Email,Active,No,2359
80038ca4-8a47-4dcf-a90a-804aa121badf,Alyssa Wright,darrendowns@hotmail.com,502.355.4443,"1513 Jacqueline Oval Apt. 383
Lake Deborah, ME 13746",Duncanfurt,Rhode Island,06776,Bermuda,1955-01-16,2015-09-21,2024-05-30,7,7778,Very Satisfied,Phone,Cancelled,Yes,680
1ff35dd3-6d85-4049-be36-2538f090a325,Amy White,athornton@hotmail.com,619-602-6724x6932,"493 Taylor Plaza Apt. 277
Lake Wanda, MA 63062",West Christy,Indiana,17274,Korea,1961-07-29,2018-03-30,2023-10-17,90,317,Very Satisfied,Text,Active,Yes,4090
52988bf0-94c7-491b-9e33-a40cbc32900f,Kyle Dominguez,daniel55@martin.info,9565017112,"PSC 6100, Box 3410
APO AA 68399",East Ashley,Georgia,37225,Taiwan,1947-01-10,2023-04-22,2023-09-03,2,204,Satisfied,Phone,Active,No,3574
a7b3feb3-72ac-4b7a-ac9a-e80515e10514,Zachary Jenkins,david51@miller.com,764-418-6660,"327 Toni Locks Apt. 728
West Gloriaburgh, VA 22218",Port Nicolestad,New Hampshire,59354,Tajikistan,1969-10-01,2019-05-10,2024-02-12,62,5412,Neutral,In-Person,Cancelled,No,3666
06437713-1687-49e0-9527-78427f2092e9,Miguel Wilson,nlevy@stanton-scott.com,912.520.0203,"324 Scott Track Apt. 615
Lake Robert, KY 10821",East Scott,California,46573,Portugal,1959-09-07,2020-05-14,2023-09-11,42,4324,Satisfied,Text,Inactive,No,863
d11ee895-2643-49f8-adc6-7ef5a4a8636f,Julia Lewis,williamsalexis@tyler.com,+1-924-662-7714x92057,"6556 Smith Cliffs
Maryside, NM 73995",Port Barbaraville,Nevada,10693,Pakistan,1977-06-05,2022-02-04,2023-11-08,48,8858,Satisfied,In-Person,Cancelled,No,357
ecb60185-f731-44d6-840e-2280849a3a78,Sandy Miranda,qwilliams@harrison.com,514-327-1853x3588,"245 Abigail Streets
Jacobsview, HI 23478",Paulaview,Arizona,09318,Ukraine,2003-05-26,2019-12-15,2024-05-29,60,3166,Very Satisfied,Email,Inactive,Yes,262
8ee77abe-db5a-49cf-92fb-4575f5dd0a0c,Dennis Mckee,david35@tran.com,001-017-153-0004x8904,"21567 Peterson Mountains
Judyton, VA 02956",Obrienville,Delaware,11001,Andorra,1993-10-22,2016-02-05,2024-07-17,89,5804,Neutral,Phone,Active,Yes,4623
5e528688-83a1-4559-bf7d-4df734164747,Carol Taylor,dmiller@hall.biz,2068038635,"8272 Robert Rue Apt. 805
Lake Deborah, ID 43375",East Adriana,North Dakota,41123,Bhutan,1973-05-12,2017-11-13,2023-11-02,99,5457,Satisfied,Phone,Cancelled,Yes,142
76cbfed7-e14f-498a-b851-5aabe028c373,Stephanie Hill,barbarawheeler@wilson.net,596-668-0937x1432,"71442 Olson Burg
East Belindafort, KY 72515",Garrettport,Idaho,99446,Uzbekistan,1992-04-09,2020-04-27,2023-08-24,69,3065,Neutral,In-Person,Cancelled,Yes,995
1d62497d-ff42-494d-9bac-f6046ce37c47,Andrea Olson DDS,moniquehenry@hotmail.com,001-759-301-9346x126,"95511 Michelle Meadows
Johnport, NM 21010",Lynchmouth,Montana,90495,Germany,1994-01-09,2019-05-04,2024-01-20,10,6177,Neutral,Email,Active,Yes,2666
07479f5e-174a-445f-85cb-4d177f980e3e,Jacqueline Carter,slowe@nelson.biz,+1-935-406-8664,"80807 Love Station Apt. 321
North Kelli, GA 50351",Sarashire,Arkansas,52221,Isle of Man,2004-06-27,2023-04-28,2024-04-08,42,2225,Very Satisfied,Email,Cancelled,No,1053
7d608a8d-c154-4809-8089-f7b5c4273243,John Smith,wilsonerika@wright.net,209.573.3732,"04839 Cameron Brooks Suite 193
Bradleyland, KY 32506",Kenttown,Vermont,72462,Benin,1992-11-05,2018-09-10,2024-05-30,10,8813,Neutral,Text,Active,Yes,4277
3fec4a20-c4cd-4a7f-bb7d-b99dd107d024,Nathaniel Gonzalez Jr.,willisryan@singh-conley.com,+1-567-659-1754x778,"4185 Reese Cape
New Erin, NV 71049",East Devin,Colorado,00776,Wallis and Futuna,1961-07-22,2022-05-01,2024-05-23,35,8339,Satisfied,Phone,Active,Yes,968
0153e391-bc18-48ee-85e9-bf1ec1e2c26e,Melissa Gonzales,lmercado@yahoo.com,183.393.3184x29548,"710 Michael Ways
Andersonchester, DC 59138",North Juliastad,South Dakota,50751,Korea,1983-06-17,2015-02-28,2024-02-18,83,1233,Satisfied,Email,Active,Yes,247
34c09ea2-7ef0-460a-99eb-02b63c2f5ede,Kathryn Bowen,kyle22@gmail.com,001-003-037-1789,"979 Williams Parkways Apt. 826
South Breannafurt, AZ 00778",New Angelachester,Minnesota,87681,Estonia,1994-03-26,2022-04-04,2024-01-24,8,1370,Dissatisfied,Text,Cancelled,Yes,2723
3156e900-1ac6-4c7d-bf6b-0b5e13b9ef09,Derek Yang,hatfieldjessica@duarte.org,+1-960-787-6307x42058,"3497 Rivas Ports Apt. 975
West Kathryn, RI 06459",North Amyburgh,West Virginia,45732,Bouvet Island (Bouvetoya),1963-04-21,2017-09-26,2024-01-28,77,4816,Very Dissatisfied,Text,Inactive,No,2818
64c41363-5e61-4699-bcc2-bf612797be69,Valerie Mathews,mariarogers@gmail.com,2278129146,"92104 Stephanie Expressway
New Elijahfurt, PA 15196",Joefurt,North Carolina,29598,Paraguay,1990-02-01,2017-06-30,2023-10-25,5,7663,Very Satisfied,Text,Inactive,Yes,529
fe7313e0-1afc-4b55-a202-22be6a74d493,April Martinez,markskatie@jennings.org,(221)014-8204,"Unit 4828 Box 6967
DPO AA 07386",North Fernandoborough,Iowa,95566,Jersey,1983-09-25,2020-11-27,2024-07-23,96,7275,Satisfied,Phone,Inactive,No,2515
a1015af7-e960-494e-aea1-e5fed401c0c0,Christopher Cunningham,edwardsbrittany@yahoo.com,+1-856-128-9615,"0735 Jennifer Wall
Marshshire, SD 81969",Willisbury,Alabama,76587,Bangladesh,1970-10-27,2020-10-28,2023-09-25,68,4636,Very Satisfied,Email,Cancelled,No,4759
0ebac3ea-e75a-41fb-b0a6-e7584d0d3761,Duane Butler,millerbrandon@roberts.com,904-269-8095,"Unit 7206 Box 5171
DPO AA 90056",West Michael,Arizona,21177,Mauritius,1989-04-11,2023-10-07,2023-10-26,57,6226,Dissatisfied,Phone,Active,Yes,222
760ccecb-9442-4a69-bcca-ce9310a71f00,Eric Spencer,smithadrian@yahoo.com,476-357-2933x435,"9213 Cynthia Cliffs Suite 462
South Michellestad, HI 44665",Garciaside,Minnesota,25773,Anguilla,1981-02-13,2022-12-26,2024-04-18,75,2543,Dissatisfied,Phone,Cancelled,No,2114
94db9b1c-5b56-4699-a4f4-67ef75ecd109,Aaron Moore,leahpatterson@carpenter-fisher.net,001-690-155-3147x582,"4914 Butler Falls Suite 283
New Joseph, MS 84039",Williamsberg,Michigan,80228,Panama,1997-07-17,2019-01-05,2024-06-18,86,4074,Satisfied,Phone,Cancelled,No,417
29789cce-cc32-46dc-9ac2-ff3cd48f83d2,Rose Mendoza,jessicaking@walker.com,(661)316-6893x9743,"Unit 1103 Box 1526
DPO AA 21556",Wrightborough,Indiana,76534,Liberia,1969-10-15,2023-06-01,2024-03-29,80,2633,Satisfied,In-Person,Inactive,No,2322
3b93d338-05fb-4c6f-b98c-505ca64a3ee5,Lauren Martin,christopher00@barrett-carlson.com,486-714-7690x0053,"914 Julia Lights
Brittanyton, HI 43907",Port Kathy,Wyoming,80080,United Kingdom,1998-12-08,2023-06-23,2023-11-24,51,8644,Dissatisfied,Text,Cancelled,No,4533
0b08abdc-f221-4b04-9b42-8220b0099f2c,Kyle Wagner,melindamartin@yahoo.com,(012)832-2050,"2402 Anne Camp Apt. 026
Lake Donald, AL 03887",Baileyshire,Indiana,94273,Sri Lanka,1994-11-14,2018-08-24,2024-06-14,76,9865,Neutral,Email,Inactive,Yes,217
344f2d68-0e37-47d5-a159-98dea856fcfe,Leslie Ruiz,fmurphy@gmail.com,(691)765-9383x85013,"46853 Cook Stream
Lake Hector, ND 19894",Melendezmouth,Nebraska,51357,Switzerland,1948-11-14,2020-08-16,2024-04-10,25,2422,Very Dissatisfied,In-Person,Cancelled,Yes,2629
3423f0c7-aaf2-44e8-a31d-282a05d838b1,Brandon Wallace,dwilliams@allen.org,742.360.6846x38324,"466 Caroline Knoll
South Jessica, IL 12948",Shepardhaven,Florida,52064,Afghanistan,1968-11-23,2017-09-13,2024-03-25,97,9454,Neutral,Text,Active,No,14
eeba8146-74cc-498f-99df-8321c2dd12a0,Mark Velez,sarah40@rich.biz,115.669.9619,"8950 Nelson Fords Apt. 728
Gonzalezburgh, NY 80299",New Amy,Utah,64180,Maldives,1953-11-26,2022-10-24,2024-06-26,26,8213,Satisfied,Phone,Active,No,3517
4628d454-7e93-4f40-85dc-aa37cf3b45ce,Martin Costa,regina82@gibson-rogers.com,143.280.7318x1954,"849 David Spurs
South Zachary, SD 04503",New Alice,Rhode Island,02514,San Marino,1995-01-03,2022-10-07,2024-05-29,14,9558,Very Dissatisfied,Phone,Inactive,No,2014
09843187-f39f-4bd3-9bcc-44c75ffff2ec,Mr. Matthew Hayes,westmarisa@simpson.com,574.308.1359,"801 Kenneth Run Apt. 276
Amberchester, SD 85845",West Maryborough,North Carolina,76214,Malaysia,1993-06-12,2015-05-05,2023-12-01,5,1670,Satisfied,Email,Active,No,624
1a515b59-ed40-406a-921d-f42558bd14bc,Joanna Davis,brandonstevens@moore.org,+1-929-398-6876x35598,"9736 Hayes Course
West Seanmouth, HI 62653",Greeneton,Delaware,84866,Puerto Rico,1956-12-16,2016-05-12,2024-07-15,90,4117,Very Dissatisfied,Email,Inactive,Yes,306
e8197e80-953c-49c1-9061-83a928af0c69,Timothy Lawrence,rogersjoel@young.com,+1-494-482-5976x7432,"5060 Barbara Motorway Suite 763
New Frank, AR 64276",Jennifermouth,North Dakota,62770,Romania,1976-01-24,2022-09-13,2023-12-25,47,5541,Dissatisfied,In-Person,Cancelled,No,3631
ff9901fa-2986-42ce-80e2-f3dd2a96ee38,Kevin Russell,ramseyjoseph@krause.com,(275)998-6178x2406,"PSC 0222, Box 3600
APO AE 52980",New Michele,Colorado,84355,Azerbaijan,1969-08-10,2014-07-28,2023-12-17,3,6158,Very Satisfied,Email,Inactive,Yes,2488
57960e49-a4b1-4b1a-a2ed-ee30b8910051,William Clark,bgonzalez@hotmail.com,+1-559-947-0116x9700,"074 Russell Branch Suite 712
Davidfurt, NJ 48444",East Samuel,Colorado,28220,Malta,1982-07-16,2015-01-29,2024-05-10,65,8566,Dissatisfied,In-Person,Cancelled,Yes,3427
69233d8b-1e28-48cb-9d39-d93f00e879d6,Brian Griffin,victoriatyler@gmail.com,+1-521-086-6555x22104,"645 Elizabeth Manors Suite 774
East Gary, UT 11381",Lake Amandaborough,Michigan,27752,Congo,1973-03-08,2019-04-03,2024-04-03,41,1434,Satisfied,In-Person,Cancelled,Yes,2641
26aac59d-4577-4c35-bc6e-652c690f73eb,Maria Manning,sheila72@lowe.net,8019006175,"3897 Contreras Turnpike
South Robertfurt, VA 64541",Diazland,Wisconsin,92916,El Salvador,1955-10-04,2018-08-26,2024-06-15,41,4115,Satisfied,Phone,Active,Yes,1023
48eeaff7-4a8b-4559-9301-8c0e0b68cf97,Michael Shah,wabbott@hotmail.com,+1-185-673-7161x617,"44580 Sarah Vista
East Justintown, NV 15372",Danielmouth,Iowa,96570,Nicaragua,1965-03-25,2022-09-02,2023-09-15,14,593,Dissatisfied,Text,Inactive,Yes,367
425229fc-b017-4523-b312-f9ce1fc71b30,Danielle Cole,ialvarado@moore.com,001-788-458-3185x7124,"925 Black Freeway
East Jerryburgh, NC 01689",New Nataliebury,Montana,60324,Mexico,1982-08-18,2019-02-26,2024-02-18,33,6920,Very Satisfied,Text,Inactive,No,3170
f9cff8d3-d05b-48db-9d6b-e2259f7bcb81,Meagan Martinez,peggyrodriguez@alexander.com,070.661.4647,"6809 Craig Station
North Frederickton, CT 98574",South Sandra,California,66337,Fiji,1990-03-12,2020-01-28,2023-09-24,28,3632,Very Dissatisfied,Email,Inactive,No,842
d94efb23-70a9-4915-992a-e7f05366bbf0,Kevin Campbell,wwalker@hotmail.com,001-803-730-1824,"471 Raven Rapid Apt. 814
New Tinaport, CO 49615",Walkerside,Texas,26893,Gibraltar,1975-01-30,2015-09-06,2024-02-05,19,2091,Very Dissatisfied,Email,Cancelled,No,2906
d5956a6b-4a7f-4616-a084-61aa603000d0,Haley Rivera,jamesmayer@hotmail.com,(065)559-9676x026,"867 Susan Streets
New Kennethshire, WV 00671",Meltonfurt,Pennsylvania,86895,Bolivia,2000-11-26,2021-03-10,2023-10-03,100,4826,Neutral,Text,Active,Yes,4023
87a48bf5-a846-4b0d-8375-f01424496ef1,Stephen Parker,holly26@gmail.com,499.299.5146x6977,"66970 Anthony Light
Brewerton, DC 60578",South Ruben,Missouri,47331,Norfolk Island,1961-03-01,2021-05-03,2023-10-17,18,9352,Very Satisfied,Text,Cancelled,No,3158
9e12cf1e-2a19-41d3-9808-cb43f0c86722,Donna Christian,michaelgriffith@yahoo.com,+1-279-399-1024x717,"976 Knight Viaduct Apt. 315
Lake Davidmouth, MO 28043",Armstrongport,Nevada,88972,Norfolk Island,1972-01-21,2019-05-30,2023-10-06,94,2753,Satisfied,Text,Cancelled,No,1569
